Borderpoint,Exit,Entry,Month,Flow Volume
KrK - Omisalj,Croatia,Liquefied Natural Gas,2016-11-01,0.0
Kula,Greece,Bulgaria,2016-11-01,0.0
Kula,Bulgaria,Greece,2016-11-01,287.0
Laa,Czech Republic,Austria,2016-11-01,0.0
Laa,Austria,Czech Republic,2016-11-01,
Lanzhot,Slovak Republic,Czech Republic,2016-11-01,548.0
Lanzhot,Czech Republic,Slovak Republic,2016-11-01,0.0
Larrau,France,Spain,2016-11-01,
Larrau,Spain,France,2016-11-01,
Lasow,Germany,Poland,2016-11-01,40.0
Lindau,Germany,Austria,2016-11-01,0.0
Livorno,Liquefied Natural Gas,Italy,2016-11-01,1.0
Malkoclar,Republic of Türkiye,Bulgaria,2016-11-01,0.0
Malkoclar,Bulgaria,Republic of Türkiye,2016-11-01,1189.0
Malkoclar2,Republic of Türkiye,Bulgaria,2016-11-01,
Mallnow (Frankfurt am Oder),Germany,Poland,2016-11-01,0.0
Mallnow (Frankfurt am Oder),Poland,Germany,2016-11-01,2427.0
Marmara Ereglisi,Liquefied Natural Gas,Republic of Türkiye,2016-11-01,531.0
Marmara Ereglisi,Republic of Türkiye,Liquefied Natural Gas,2016-11-01,
Mazara del Vallo,Tunisia,Italy,2016-11-01,1832.0
Mediesu Aurit,Ukraine,Romania,2016-11-01,131.0
Melendugno (TAP),Albania,Italy,2016-11-01,0.0
Melendugno (TAP),Italy,Albania,2016-11-01,0.0
Moffat,United Kingdom,Ireland,2016-11-01,176.0
Mokri Haj,Slovak Republic,Czech Republic,2016-11-01,0.0
Montoir de Bretagne,Liquefied Natural Gas,France,2016-11-01,296.0
Moravia,Czech Republic,Poland,2016-11-01,0.0
Mosonmagyarovar,Austria,Hungary,2016-11-01,307.0
Mosonmagyarovar,Hungary,Austria,2016-11-01,0.0
Murfeld,Austria,Slovenia,2016-11-01,225.0
Murgardos,Liquefied Natural Gas,Spain,2016-11-01,91.0
Musel,Liquefied Natural Gas,Spain,2016-11-01,0.0
Narva,Russia,Estonia,2016-11-01,0.0
Negru Voda,Romania,Bulgaria,2016-11-01,1800.0
Negru Voda,Bulgaria,Romania,2016-11-01,0.0
Nord Stream,Russia,Germany,2016-11-01,4960.0
Northern Offshore Gas Transport (NOGAT),Denmark,Netherlands,2016-11-01,94.0
Not Elsewhere Specified,Croatia,Italy,2016-11-01,14.0
Not Elsewhere Specified,Finland,Liquefied Natural Gas,2016-11-01,0.0
Not Elsewhere Specified,Liquefied Natural Gas,Finland,2016-11-01,0.0
Not Elsewhere Specified,Not Elsewhere Specified,Ukraine,2016-11-01,0.0
Not Elsewhere Specified,Russia,Ukraine,2016-11-01,9859.0
Not Elsewhere Specified,Republic of Türkiye,Liquefied Natural Gas,2016-11-01,0.0
Not Elsewhere Specified,Ukraine,"Moldova, Republic",2016-11-01,282.0
Nybro,Norway,Denmark,2016-11-01,43.0
Obbicht,Netherlands,Belgium,2016-11-01,
Obergailbach,Germany,France,2016-11-01,918.0
Oberkappel,Austria,Germany,2016-11-01,380.0
Oberkappel,Germany,Austria,2016-11-01,207.0
"Oberkappel, Uberackern, Storage/distribution",Germany,Austria,2016-11-01,321.0
"Oberkappel, Uberackern, Storage/distribution",Austria,Germany,2016-11-01,373.0
Olbernhau,Germany,Czech Republic,2016-11-01,629.0
Olbernhau,Czech Republic,Germany,2016-11-01,0.0
Oltingue,France,Switzerland,2016-11-01,68.0
Oltingue,Switzerland,France,2016-11-01,0.0
Oude (H-Gas),Netherlands,Germany,2016-11-01,48.0
Oude (H-Gas),Germany,Netherlands,2016-11-01,876.0
Oude (L-Gas),Netherlands,Germany,2016-11-01,455.0
Oude (L-Gas),Germany,Netherlands,2016-11-01,3.0
Panigaglia,Liquefied Natural Gas,Italy,2016-11-01,40.0
Petange,Belgium,Luxembourg,2016-11-01,6.0
Piombino,Liquefied Natural Gas,Italy,2016-11-01,0.0
Privalka,Belarus,Lithuania,2016-11-01,0.0
Remich,Germany,Luxembourg,2016-11-01,27.0
Revithoussa,Liquefied Natural Gas,Greece,2016-11-01,87.0
Revithoussa,Greece,Liquefied Natural Gas,2016-11-01,
Rogatec,Slovenia,Croatia,2016-11-01,130.0
Rogatec,Croatia,Slovenia,2016-11-01,0.0
Ruggel,Austria,Liechtenstein,2016-11-01,7.0
s Gravenvoeren,Belgium,Netherlands,2016-11-01,1.0
s Gravenvoeren,Netherlands,Belgium,2016-11-01,609.0
Sagunto,Liquefied Natural Gas,Spain,2016-11-01,368.0
Sâkiai,Lithuania,Russia,2016-11-01,227.0
Samsun,Russia,Republic of Türkiye,2016-11-01,1343.0
Santaka,Lithuania,Poland,2016-11-01,0.0
Santaka,Poland,Lithuania,2016-11-01,0.0
Saros FSRU,Liquefied Natural Gas,Republic of Türkiye,2016-11-01,
Sines,Liquefied Natural Gas,Portugal,2016-11-01,151.0
Snohvit,Norway,Liquefied Natural Gas,2016-11-01,500.0
South Hook,Liquefied Natural Gas,United Kingdom,2016-11-01,289.0
St Fergus (Alvheim and Edvard Greig),Norway,United Kingdom,2016-11-01,83.0
St Fergus (GB) / Gjoa Gas Pipeline (NO),Norway,United Kingdom,2016-11-01,561.0
St Fergus (GB) / Statfjord-Tampen Link (NO),Norway,United Kingdom,2016-11-01,270.0
St Fergus (Statfjord),Norway,United Kingdom,2016-11-01,744.0
St Fergus (Vesterled),Norway,United Kingdom,2016-11-01,770.0
Stara Zagora,Greece,Bulgaria,2016-11-01,
Stara Zagora,Bulgaria,Greece,2016-11-01,0.0
Swinoujscie,Liquefied Natural Gas,Poland,2016-11-01,130.0
Tarifa,Morocco,Spain,2016-11-01,812.0
Tarifa,Spain,Morocco,2016-11-01,0.0
Tarvisio,Austria,Italy,2016-11-01,2551.0
Tarvisio,Italy,Austria,2016-11-01,13.0
Tasnieres (L),Belgium,France,2016-11-01,529.0
Teesside,Liquefied Natural Gas,United Kingdom,2016-11-01,0.0
Teesside via CATS,Norway,United Kingdom,2016-11-01,10.0
Tegelen (OGE),Netherlands,Germany,2016-11-01,4.0
Thayngen,Germany,Switzerland,2016-11-01,0.0
Tietierowka,Belarus,Poland,2016-11-01,9.0
Turkgozu,Georgia,Republic of Türkiye,2016-11-01,577.0
Tuy,Portugal,Spain,2016-11-01,5.0
Tuy,Spain,Portugal,2016-11-01,0.0
Uberackern I,Austria,Germany,2016-11-01,
Uberackern I/II,Germany,Austria,2016-11-01,
Uberackern II,Austria,Germany,2016-11-01,659.0
Uberackern II,Germany,Austria,2016-11-01,35.0
Ungheni,Romania,"Moldova, Republic",2016-11-01,0.0
Varska,Russia,Estonia,2016-11-01,52.0
Velke Kapusany,Ukraine,Slovak Republic,2016-11-01,4870.0
Velke Zlievce,Hungary,Slovak Republic,2016-11-01,0.0
Velke Zlievce,Slovak Republic,Hungary,2016-11-01,0.0
VIP Iberico,Portugal,Spain,2016-11-01,0.0
VIP Iberico,Spain,Portugal,2016-11-01,315.0
VIP Pirineos,France,Spain,2016-11-01,287.0
VIP Pirineos,Spain,France,2016-11-01,0.0
VIP-BENE,Belgium,Netherlands,2016-11-01,
VIP-BENE,Netherlands,Belgium,2016-11-01,
VIP-THE-ZTP,Belgium,Germany,2016-11-01,
VIP-THE-ZTP,Germany,Belgium,2016-11-01,
Virtualys,Belgium,France,2016-11-01,
Virtualys,France,Belgium,2016-11-01,
Vlieghuis (RWE),Netherlands,Germany,2016-11-01,93.0
Vyrava,Poland,Slovak Republic,2016-11-01,0.0
Vyrava,Slovak Republic,Poland,2016-11-01,0.0
Waidhaus,Czech Republic,Germany,2016-11-01,2415.0
Waidhaus,Germany,Czech Republic,2016-11-01,0.0
Wallbach,Germany,Switzerland,2016-11-01,663.0
Wallbach,Switzerland,Germany,2016-11-01,
WestGasTransport (WGT) Pipeline,United Kingdom,Netherlands,2016-11-01,124.0
Winterswijk,Germany,Netherlands,2016-11-01,0.0
Winterswijk,Netherlands,Germany,2016-11-01,571.0
Wysokoje,Belarus,Poland,2016-11-01,271.0
Zandvliet (H),Netherlands,Belgium,2016-11-01,142.0
Zandvliet (L),Netherlands,Belgium,2016-11-01,0.0
Zeebrugge (LNG),Belgium,Liquefied Natural Gas,2016-11-01,
Zeebrugge (LNG),Liquefied Natural Gas,Belgium,2016-11-01,86.0
Zeebrugge (ZPT),Norway,Belgium,2016-11-01,1289.0
Zelzate (GTS),Belgium,Netherlands,2016-11-01,106.0
Zelzate (GTS),Netherlands,Belgium,2016-11-01,491.0
Zelzate (Zebra),Belgium,Netherlands,2016-11-01,119.0
Zevenaar,Germany,Netherlands,2016-11-01,4.0
Zevenaar,Netherlands,Germany,2016-11-01,1395.0
Adriatic LNG,Liquefied Natural Gas,Italy,2016-12-01,388.0
Almeria,Algeria,Spain,2016-12-01,631.0
Alveringem,Belgium,France,2016-12-01,3.0
Alveringem,France,Belgium,2016-12-01,5.0
Badajoz,Portugal,Spain,2016-12-01,0.0
Badajoz,Spain,Portugal,2016-12-01,287.0
Baltic Connector Inkoo/Paldiski,Finland,Estonia,2016-12-01,0.0
Baltic Connector Inkoo/Paldiski,Estonia,Finland,2016-12-01,0.0
Barcelona,Liquefied Natural Gas,Spain,2016-12-01,341.0
Basel,Germany,Switzerland,2016-12-01,0.0
Baumgarten,Slovak Republic,Austria,2016-12-01,2918.0
Baumgarten,Austria,Slovak Republic,2016-12-01,179.0
Bauska,Latvia,Lithuania,2016-12-01,0.0
BBL,Netherlands,United Kingdom,2016-12-01,535.0
BBL,United Kingdom,Netherlands,2016-12-01,0.0
Beregdaróc,Ukraine,Hungary,2016-12-01,670.0
Beregdaróc,Hungary,Ukraine,2016-12-01,223.0
Bilbao,Liquefied Natural Gas,Spain,2016-12-01,207.0
Biriatou,France,Spain,2016-12-01,
Biriatou,Spain,France,2016-12-01,
Bizzarone Como,Italy,Switzerland,2016-12-01,17.0
Blaregnies (H),Belgium,France,2016-12-01,1024.0
Bocholtz,Germany,Netherlands,2016-12-01,12.0
Bocholtz,Netherlands,Germany,2016-12-01,554.0
Bocholtz-Vetschau,Netherlands,Germany,2016-12-01,0.0
Brandov EUGAL,Germany,Czech Republic,2016-12-01,12.0
Brandov OPAL,Germany,Czech Republic,2016-12-01,2127.0
Brandov OPAL,Czech Republic,Germany,2016-12-01,0.0
Branice,Czech Republic,Poland,2016-12-01,0.0
Bras,Belgium,Luxembourg,2016-12-01,48.0
Bras - Petange,Belgium,Luxembourg,2016-12-01,
Budince,Ukraine,Slovak Republic,2016-12-01,0.0
Budince,Slovak Republic,Ukraine,2016-12-01,1280.0
Bunde,Germany,Netherlands,2016-12-01,672.0
Bunde,Netherlands,Germany,2016-12-01,
Cartagena,Liquefied Natural Gas,Spain,2016-12-01,142.0
Csanadpalota,Romania,Hungary,2016-12-01,0.0
Csanadpalota,Hungary,Romania,2016-12-01,0.0
Dinxperlo (RWE),Netherlands,Germany,2016-12-01,0.0
Dogubajazit,"Iran, Islamic Republic",Republic of Türkiye,2016-12-01,857.0
Dornum,Norway,Germany,2016-12-01,1886.0
Dortyol FSRU,Liquefied Natural Gas,Republic of Türkiye,2016-12-01,
Dragon LNG,Liquefied Natural Gas,United Kingdom,2016-12-01,19.0
Dragor,Denmark,Sweden,2016-12-01,111.0
Dravaszerdahely,Hungary,Croatia,2016-12-01,21.0
Dravaszerdahely,Croatia,Hungary,2016-12-01,0.0
Drozdowicze,Ukraine,Poland,2016-12-01,390.0
Dunkerque,Norway,France,2016-12-01,1580.0
Dunkerque (LNG),Liquefied Natural Gas,France,2016-12-01,42.0
Easington,Norway,United Kingdom,2016-12-01,2257.0
Edirne,Republic of Türkiye,Liquefied Natural Gas,2016-12-01,
Ellund,Germany,Denmark,2016-12-01,6.0
Ellund,Denmark,Germany,2016-12-01,9.0
Emden (EPT1),Norway,Netherlands,2016-12-01,1529.0
Emden (EPT1),Norway,Germany,2016-12-01,186.0
Emden (EPT1),Netherlands,Norway,2016-12-01,0.0
Emden (NPT),Norway,Netherlands,2016-12-01,0.0
Emden (NPT),Norway,Germany,2016-12-01,0.0
Emden (NPT),Netherlands,Norway,2016-12-01,0.0
Etki FSRU,Liquefied Natural Gas,Republic of Türkiye,2016-12-01,
Eynatten (EON/RWE),Germany,Belgium,2016-12-01,278.0
Eynatten (EON/RWE),Belgium,Germany,2016-12-01,0.0
Eynatten (Wingas),Germany,Belgium,2016-12-01,403.0
Eynatten (Wingas),Belgium,Germany,2016-12-01,0.0
Faxe,Denmark,Poland,2016-12-01,0.0
Fernana,Algeria,Tunisia,2016-12-01,2422.0
Finkenherd (EWE),Germany,Poland,2016-12-01,6.0
Fos sur Mer,Liquefied Natural Gas,France,2016-12-01,220.0
FSRU Alexandroupolis,Liquefied Natural Gas,Greece,2016-12-01,
Gate,Liquefied Natural Gas,Netherlands,2016-12-01,40.0
Gela,Libya,Italy,2016-12-01,400.0
Giurgiu,Romania,Bulgaria,2016-12-01,0.0
Giurgiu,Bulgaria,Romania,2016-12-01,0.0
Gorizia,Slovenia,Italy,2016-12-01,0.0
Gorizia,Italy,Slovenia,2016-12-01,2.0
Griespass,Switzerland,Italy,2016-12-01,652.0
Griespass,Italy,Switzerland,2016-12-01,2.0
Gubin,Germany,Poland,2016-12-01,0.0
Haanrade (RWE),Netherlands,Germany,2016-12-01,3.0
Hermanowice,Poland,Ukraine,2016-12-01,128.0
Hilvarenbeek,Netherlands,Belgium,2016-12-01,1375.0
Hilvarenbeek,Belgium,Netherlands,2016-12-01,4.0
"Hochst, Feldkirch/Bangs (Dist. networks)",Switzerland,Austria,2016-12-01,
"Hochst, Feldkirch/Bangs (Dist. networks)",Austria,Switzerland,2016-12-01,
Hora svate Kateriny,Germany,Czech Republic,2016-12-01,0.0
Hora svate Kateriny,Czech Republic,Germany,2016-12-01,201.0
Huelva,Liquefied Natural Gas,Spain,2016-12-01,385.0
Imatra,Russia,Finland,2016-12-01,278.0
Interconnector,United Kingdom,Belgium,2016-12-01,0.0
Interconnector,Belgium,United Kingdom,2016-12-01,779.0
Interfield transfer from Blane to Ula,United Kingdom,Norway,2016-12-01,0.0
Isaccea,Romania,Ukraine,2016-12-01,0.0
Isaccea,Ukraine,Romania,2016-12-01,2186.0
Isle of Grain,Liquefied Natural Gas,United Kingdom,2016-12-01,132.0
Isle of Grain,United Kingdom,Liquefied Natural Gas,2016-12-01,0.0
Isle of Man,United Kingdom,Isle Of Man,2016-12-01,12.0
Izmir,Liquefied Natural Gas,Republic of Türkiye,2016-12-01,615.0
Jidilovo,Bulgaria,North Macedonia,2016-12-01,46.0
Jidilovo,North Macedonia,Bulgaria,2016-12-01,0.0
Jura,France,Switzerland,2016-12-01,20.0
Kalotina (BG)/ Dimitrovgrad (RS),Serbia,Bulgaria,2016-12-01,
Kalotina (BG)/ Dimitrovgrad (RS),Bulgaria,Serbia,2016-12-01,
Kamminke,Poland,Germany,2016-12-01,0.0
Karksi,Latvia,Estonia,2016-12-01,4.0
Karksi,Estonia,Latvia,2016-12-01,0.0
Kastoria (TAP),Greece,Albania,2016-12-01,0.0
Kiefersfelden,Germany,Austria,2016-12-01,50.0
Kieménai,Lithuania,Latvia,2016-12-01,4.0
Kieménai,Latvia,Lithuania,2016-12-01,16.0
Kipi,Republic of Türkiye,Greece,2016-12-01,71.0
Kireevo(BG)/Zaychar(RS),Bulgaria,Serbia,2016-12-01,0.0
Kireevo(BG)/Zaychar(RS),Serbia,Bulgaria,2016-12-01,
Kiskundorozsma,Hungary,Serbia,2016-12-01,298.0
Kiskundorozsma,Serbia,Hungary,2016-12-01,0.0
Kiyikoy,Russia,Republic of Türkiye,2016-12-01,0.0
Klaipeda,Liquefied Natural Gas,Lithuania,2016-12-01,76.0
Kondratki,Belarus,Poland,2016-12-01,3011.0
Korneti,Estonia,Latvia,2016-12-01,0.0
Korneti,Latvia,Estonia,2016-12-01,0.0
Kotlovka,Belarus,Lithuania,2016-12-01,414.0
KrK - Omisalj,Liquefied Natural Gas,Croatia,2016-12-01,0.0
KrK - Omisalj,Croatia,Liquefied Natural Gas,2016-12-01,0.0
Kula,Greece,Bulgaria,2016-12-01,0.0
Kula,Bulgaria,Greece,2016-12-01,312.0
Laa,Czech Republic,Austria,2016-12-01,0.0
Laa,Austria,Czech Republic,2016-12-01,
Lanzhot,Slovak Republic,Czech Republic,2016-12-01,406.0
Lanzhot,Czech Republic,Slovak Republic,2016-12-01,0.0
Larrau,France,Spain,2016-12-01,
Larrau,Spain,France,2016-12-01,
Lasow,Germany,Poland,2016-12-01,42.0
Lindau,Germany,Austria,2016-12-01,0.0
Livorno,Liquefied Natural Gas,Italy,2016-12-01,67.0
Malkoclar,Republic of Türkiye,Bulgaria,2016-12-01,0.0
Malkoclar,Bulgaria,Republic of Türkiye,2016-12-01,1346.0
Malkoclar2,Republic of Türkiye,Bulgaria,2016-12-01,
Mallnow (Frankfurt am Oder),Germany,Poland,2016-12-01,0.0
Mallnow (Frankfurt am Oder),Poland,Germany,2016-12-01,2576.0
Marmara Ereglisi,Liquefied Natural Gas,Republic of Türkiye,2016-12-01,681.0
Marmara Ereglisi,Republic of Türkiye,Liquefied Natural Gas,2016-12-01,
Mazara del Vallo,Tunisia,Italy,2016-12-01,2237.0
Mediesu Aurit,Ukraine,Romania,2016-12-01,247.0
Melendugno (TAP),Albania,Italy,2016-12-01,0.0
Melendugno (TAP),Italy,Albania,2016-12-01,0.0
Moffat,United Kingdom,Ireland,2016-12-01,138.0
Mokri Haj,Slovak Republic,Czech Republic,2016-12-01,0.0
Montoir de Bretagne,Liquefied Natural Gas,France,2016-12-01,150.0
Moravia,Czech Republic,Poland,2016-12-01,0.0
Mosonmagyarovar,Austria,Hungary,2016-12-01,403.0
Mosonmagyarovar,Hungary,Austria,2016-12-01,0.0
Murfeld,Austria,Slovenia,2016-12-01,250.0
Murgardos,Liquefied Natural Gas,Spain,2016-12-01,85.0
Musel,Liquefied Natural Gas,Spain,2016-12-01,0.0
Narva,Russia,Estonia,2016-12-01,0.0
Negru Voda,Romania,Bulgaria,2016-12-01,2028.0
Negru Voda,Bulgaria,Romania,2016-12-01,0.0
Nord Stream,Russia,Germany,2016-12-01,3927.0
Northern Offshore Gas Transport (NOGAT),Denmark,Netherlands,2016-12-01,64.0
Not Elsewhere Specified,Croatia,Italy,2016-12-01,21.0
Not Elsewhere Specified,Finland,Liquefied Natural Gas,2016-12-01,0.0
Not Elsewhere Specified,Liquefied Natural Gas,Finland,2016-12-01,0.0
Not Elsewhere Specified,Not Elsewhere Specified,Ukraine,2016-12-01,0.0
Not Elsewhere Specified,Russia,Ukraine,2016-12-01,9913.0
Not Elsewhere Specified,Republic of Türkiye,Liquefied Natural Gas,2016-12-01,0.0
Not Elsewhere Specified,Ukraine,"Moldova, Republic",2016-12-01,267.0
Nybro,Norway,Denmark,2016-12-01,21.0
Obbicht,Netherlands,Belgium,2016-12-01,
Obergailbach,Germany,France,2016-12-01,1039.0
Oberkappel,Austria,Germany,2016-12-01,0.0
Oberkappel,Germany,Austria,2016-12-01,253.0
"Oberkappel, Uberackern, Storage/distribution",Germany,Austria,2016-12-01,415.0
"Oberkappel, Uberackern, Storage/distribution",Austria,Germany,2016-12-01,666.0
Olbernhau,Germany,Czech Republic,2016-12-01,558.0
Olbernhau,Czech Republic,Germany,2016-12-01,0.0
Oltingue,France,Switzerland,2016-12-01,81.0
Oltingue,Switzerland,France,2016-12-01,0.0
Oude (H-Gas),Netherlands,Germany,2016-12-01,15.0
Oude (H-Gas),Germany,Netherlands,2016-12-01,1163.0
Oude (L-Gas),Netherlands,Germany,2016-12-01,261.0
Oude (L-Gas),Germany,Netherlands,2016-12-01,20.0
Panigaglia,Liquefied Natural Gas,Italy,2016-12-01,0.0
Petange,Belgium,Luxembourg,2016-12-01,9.0
Piombino,Liquefied Natural Gas,Italy,2016-12-01,0.0
Privalka,Belarus,Lithuania,2016-12-01,0.0
Remich,Germany,Luxembourg,2016-12-01,38.0
Revithoussa,Liquefied Natural Gas,Greece,2016-12-01,154.0
Revithoussa,Greece,Liquefied Natural Gas,2016-12-01,
Rogatec,Slovenia,Croatia,2016-12-01,136.0
Rogatec,Croatia,Slovenia,2016-12-01,0.0
Ruggel,Austria,Liechtenstein,2016-12-01,9.0
s Gravenvoeren,Belgium,Netherlands,2016-12-01,0.0
s Gravenvoeren,Netherlands,Belgium,2016-12-01,833.0
Sagunto,Liquefied Natural Gas,Spain,2016-12-01,391.0
Sâkiai,Lithuania,Russia,2016-12-01,244.0
Samsun,Russia,Republic of Türkiye,2016-12-01,1471.0
Santaka,Lithuania,Poland,2016-12-01,0.0
Santaka,Poland,Lithuania,2016-12-01,0.0
Saros FSRU,Liquefied Natural Gas,Republic of Türkiye,2016-12-01,
Sines,Liquefied Natural Gas,Portugal,2016-12-01,220.0
Snohvit,Norway,Liquefied Natural Gas,2016-12-01,443.0
South Hook,Liquefied Natural Gas,United Kingdom,2016-12-01,244.0
St Fergus (Alvheim and Edvard Greig),Norway,United Kingdom,2016-12-01,97.0
St Fergus (GB) / Gjoa Gas Pipeline (NO),Norway,United Kingdom,2016-12-01,579.0
St Fergus (GB) / Statfjord-Tampen Link (NO),Norway,United Kingdom,2016-12-01,309.0
St Fergus (Statfjord),Norway,United Kingdom,2016-12-01,798.0
St Fergus (Vesterled),Norway,United Kingdom,2016-12-01,792.0
Stara Zagora,Greece,Bulgaria,2016-12-01,
Stara Zagora,Bulgaria,Greece,2016-12-01,0.0
Swinoujscie,Liquefied Natural Gas,Poland,2016-12-01,126.0
Tarifa,Morocco,Spain,2016-12-01,768.0
Tarifa,Spain,Morocco,2016-12-01,0.0
Tarvisio,Austria,Italy,2016-12-01,2481.0
Tarvisio,Italy,Austria,2016-12-01,9.0
Tasnieres (L),Belgium,France,2016-12-01,583.0
Teesside,Liquefied Natural Gas,United Kingdom,2016-12-01,0.0
Teesside via CATS,Norway,United Kingdom,2016-12-01,2.0
Tegelen (OGE),Netherlands,Germany,2016-12-01,5.0
Thayngen,Germany,Switzerland,2016-12-01,0.0
Tietierowka,Belarus,Poland,2016-12-01,11.0
Turkgozu,Georgia,Republic of Türkiye,2016-12-01,595.0
Tuy,Portugal,Spain,2016-12-01,11.0
Tuy,Spain,Portugal,2016-12-01,0.0
Uberackern I,Austria,Germany,2016-12-01,
Uberackern I/II,Germany,Austria,2016-12-01,
Uberackern II,Austria,Germany,2016-12-01,102.0
Uberackern II,Germany,Austria,2016-12-01,49.0
Ungheni,Romania,"Moldova, Republic",2016-12-01,0.0
Varska,Russia,Estonia,2016-12-01,57.0
Velke Kapusany,Ukraine,Slovak Republic,2016-12-01,4404.0
Velke Zlievce,Hungary,Slovak Republic,2016-12-01,0.0
Velke Zlievce,Slovak Republic,Hungary,2016-12-01,0.0
VIP Iberico,Portugal,Spain,2016-12-01,0.0
VIP Iberico,Spain,Portugal,2016-12-01,278.0
VIP Pirineos,France,Spain,2016-12-01,367.0
VIP Pirineos,Spain,France,2016-12-01,0.0
VIP-BENE,Belgium,Netherlands,2016-12-01,
VIP-BENE,Netherlands,Belgium,2016-12-01,
VIP-THE-ZTP,Belgium,Germany,2016-12-01,
VIP-THE-ZTP,Germany,Belgium,2016-12-01,
Virtualys,Belgium,France,2016-12-01,
Virtualys,France,Belgium,2016-12-01,
Vlieghuis (RWE),Netherlands,Germany,2016-12-01,133.0
Vyrava,Poland,Slovak Republic,2016-12-01,0.0
Vyrava,Slovak Republic,Poland,2016-12-01,0.0
Waidhaus,Czech Republic,Germany,2016-12-01,2471.0
Waidhaus,Germany,Czech Republic,2016-12-01,0.0
Wallbach,Germany,Switzerland,2016-12-01,1020.0
Wallbach,Switzerland,Germany,2016-12-01,
WestGasTransport (WGT) Pipeline,United Kingdom,Netherlands,2016-12-01,147.0
Winterswijk,Germany,Netherlands,2016-12-01,4.0
Winterswijk,Netherlands,Germany,2016-12-01,834.0
Wysokoje,Belarus,Poland,2016-12-01,261.0
Zandvliet (H),Netherlands,Belgium,2016-12-01,176.0
Zandvliet (L),Netherlands,Belgium,2016-12-01,0.0
Zeebrugge (LNG),Belgium,Liquefied Natural Gas,2016-12-01,
Zeebrugge (LNG),Liquefied Natural Gas,Belgium,2016-12-01,66.0
Zeebrugge (ZPT),Norway,Belgium,2016-12-01,1353.0
Zelzate (GTS),Belgium,Netherlands,2016-12-01,68.0
Zelzate (GTS),Netherlands,Belgium,2016-12-01,542.0
Zelzate (Zebra),Belgium,Netherlands,2016-12-01,116.0
Zevenaar,Germany,Netherlands,2016-12-01,9.0
Zevenaar,Netherlands,Germany,2016-12-01,929.0
Adriatic LNG,Liquefied Natural Gas,Italy,2017-01-01,493.0
Almeria,Algeria,Spain,2017-01-01,716.0
Alveringem,Belgium,France,2017-01-01,0.0
Alveringem,France,Belgium,2017-01-01,0.0
Badajoz,Portugal,Spain,2017-01-01,0.0
Badajoz,Spain,Portugal,2017-01-01,145.0
Baltic Connector Inkoo/Paldiski,Finland,Estonia,2017-01-01,0.0
Baltic Connector Inkoo/Paldiski,Estonia,Finland,2017-01-01,0.0
Barcelona,Liquefied Natural Gas,Spain,2017-01-01,246.0
Basel,Germany,Switzerland,2017-01-01,25.0
Baumgarten,Slovak Republic,Austria,2017-01-01,3943.0
Baumgarten,Austria,Slovak Republic,2017-01-01,148.0
Bauska,Latvia,Lithuania,2017-01-01,0.0
BBL,Netherlands,United Kingdom,2017-01-01,564.0
BBL,United Kingdom,Netherlands,2017-01-01,0.0
Beregdaróc,Ukraine,Hungary,2017-01-01,1027.0
Beregdaróc,Hungary,Ukraine,2017-01-01,86.0
Bilbao,Liquefied Natural Gas,Spain,2017-01-01,277.0
Biriatou,France,Spain,2017-01-01,
Biriatou,Spain,France,2017-01-01,
Bizzarone Como,Italy,Switzerland,2017-01-01,20.0
Blaregnies (H),Belgium,France,2017-01-01,1310.0
Bocholtz,Germany,Netherlands,2017-01-01,10.0
Bocholtz,Netherlands,Germany,2017-01-01,656.0
Bocholtz-Vetschau,Netherlands,Germany,2017-01-01,0.0
Brandov EUGAL,Germany,Czech Republic,2017-01-01,13.0
Brandov OPAL,Germany,Czech Republic,2017-01-01,2780.0
Brandov OPAL,Czech Republic,Germany,2017-01-01,0.0
Branice,Czech Republic,Poland,2017-01-01,0.0
Bras,Belgium,Luxembourg,2017-01-01,47.0
Bras - Petange,Belgium,Luxembourg,2017-01-01,
Budince,Ukraine,Slovak Republic,2017-01-01,0.0
Budince,Slovak Republic,Ukraine,2017-01-01,1226.0
Bunde,Germany,Netherlands,2017-01-01,661.0
Bunde,Netherlands,Germany,2017-01-01,
Cartagena,Liquefied Natural Gas,Spain,2017-01-01,144.0
Csanadpalota,Romania,Hungary,2017-01-01,0.0
Csanadpalota,Hungary,Romania,2017-01-01,0.0
Dinxperlo (RWE),Netherlands,Germany,2017-01-01,0.0
Dogubajazit,"Iran, Islamic Republic",Republic of Türkiye,2017-01-01,790.0
Dornum,Norway,Germany,2017-01-01,1575.0
Dortyol FSRU,Liquefied Natural Gas,Republic of Türkiye,2017-01-01,
Dragon LNG,Liquefied Natural Gas,United Kingdom,2017-01-01,15.0
Dragor,Denmark,Sweden,2017-01-01,92.0
Dravaszerdahely,Hungary,Croatia,2017-01-01,72.0
Dravaszerdahely,Croatia,Hungary,2017-01-01,0.0
Drozdowicze,Ukraine,Poland,2017-01-01,416.0
Dunkerque,Norway,France,2017-01-01,1400.0
Dunkerque (LNG),Liquefied Natural Gas,France,2017-01-01,20.0
Easington,Norway,United Kingdom,2017-01-01,2273.0
Edirne,Republic of Türkiye,Liquefied Natural Gas,2017-01-01,
